"","School","Address","City","Zip","AddressFull","Public","County","Dist","Name","Color1","Color2","Color3","Enrollment","Conf","Mascot","Enr_Class","lon","lat"
"828","LAKEVIEW","300 HILLMAN DR","CORTLAND","44410-1562","300 HILLMAN DR, CORTLAND, OH 44410-1562","PUBLIC","Trumbull","Northeast","CORTLAND LAKEVIEW","BLUE","WHITE",NA,230,"","BULLDOGS","(AA)",-80.7240399,41.3198111
"830","LAKEWOOD","9331 LANCERS RD","HEBRON","43025-9709","9331 LANCERS RD, HEBRON, OH 43025-9709","PUBLIC","Licking","Central","HEBRON LAKEWOOD","RED","BLUE","WHITE",249,"Licking County League","LANCERS","(AA)",-82.436504,39.9570368
"832","LAKEWOOD","14100 FRANKLIN BLVD","LAKEWOOD","44107-4516","14100 FRANKLIN BLVD, LAKEWOOD, OH 44107-4516","PUBLIC","Cuyahoga","Northeast","LAKEWOOD","PURPLE","GOLD",NA,555,"","RANGERS","(AAA)",-81.7918189,41.4808037
"834","LAKOTA","5200 COUNTY ROAD 13","KANSAS","44841-9617","5200 COUNTY ROAD 13, KANSAS, OH 44841-9617","PUBLIC","Sandusky","Northwest","KANSAS LAKOTA","NAVY","WHITE",NA,146,"","RAIDERS","(AA)",-83.325863,41.273997
"836","LAKOTA EAST","6840 LAKOTA LANE","LIBERTY TOWNSHIP","45044","6840 LAKOTA LANE, LIBERTY TOWNSHIP, OH 45044","PUBLIC","Butler","Southwest","LIBERTY TWP. LAKOTA EAST","BLACK","SILVER","WHITE",1053,"Northeastern Athletic Conference","THUNDERHAWKS","(AAA)",-84.3695731,39.3793774
"837","LAKOTA WEST","8940 UNION CENTRE BLVD","WEST CHESTER","45069","8940 UNION CENTRE BLVD, WEST CHESTER, OH 45069","PUBLIC","Butler","Southwest","WEST CHESTER LAKOTA WEST","RED","BLACK",NA,921,"Greater Miami Conference","FIREBIRDS","(AAA)",-84.4329474,39.3316346
"838","LANCASTER","1312 GRANVILLE PIKE","LANCASTER","43130-1033","1312 GRANVILLE PIKE, LANCASTER, OH 43130-1033","PUBLIC","Fairfield","Central","LANCASTER","BLUE","GOLD",NA,729,"Ohio Capital Conference","GOLDEN GALES","(AAA)",-82.5859814,39.7328765
"842","LA SALLE","3091 N BEND RD","CINCINNATI","45239-7637","3091 N BEND RD, CINCINNATI, OH 45239-7637","PRIVATE","Hamilton","Southwest","CIN. LASALLE","RED","WHITE",NA,431,"Greater Catholic League","LANCERS","(AAA)",-84.5867252,39.1882803
"846","LEBANON","1916 DRAKE ROAD","LEBANON","45036-8624","1916 DRAKE ROAD, LEBANON, OH 45036-8624","PUBLIC","Warren","Southwest","LEBANON","MAROON","WHITE",NA,698,"Greater Western Ohio Conference","WARRIORS","(AAA)",-84.1815239,39.4638858
"848","LEDGEMONT","16200 Burrows Road","THOMPSON","44086-9751","16200 Burrows Road, THOMPSON, OH 44086-9751","PUBLIC","Geauga","Northeast","","RED","WHITE",NA,NA,"","REDSKINS",NA,-81.062882,41.642884
"850","LEETONIA","450 WALNUT ST","LEETONIA","44431-1075","450 WALNUT ST, LEETONIA, OH 44431-1075","PUBLIC","Columbiana","Northeast","LEETONIA","BLUE","WHITE",NA,82,"Inter Tri-County League","BEARS","(A)",-80.7659536,40.8888841
"852","LEHMAN CATHOLIC","2400 ST MARYS AVE","SIDNEY","45365-8902","2400 ST MARYS AVE, SIDNEY, OH 45365-8902","PRIVATE","Shelby","Southwest","SIDNEY LEHMAN CATH.","BLUE","GOLD",NA,82,"","CAVALIERS","(A)",-84.1718556,40.3134993
"854","LEIPSIC","232 OAK STREET","LEIPSIC","45856-1312","232 OAK STREET, LEIPSIC, OH 45856-1312","PUBLIC","Putnam","Northwest","LEIPSIC","PURPLE","GOLD",NA,84,"","VIKINGS","(A)",-83.989909,41.098192
"856","LEXINGTON","103 CLEVER LANE","LEXINGTON","44904-1209","103 CLEVER LANE, LEXINGTON, OH 44904-1209","PUBLIC","Richland","Northwest","LEXINGTON","PURPLE","GOLD",NA,301,"Ohio Cardinal Conference","MINUTEMEN","(AAA)",-82.5865628,40.6726161
"860","LIBERTY","1 LEOPARD WAY","YOUNGSTOWN","44505-1385","1 LEOPARD WAY, YOUNGSTOWN, OH 44505-1385","PUBLIC","Trumbull","Northeast","YOUNGSTOWN LIBERTY","MAROON","GOLD",NA,147,"","LEOPARDS","(A)",-80.65691,41.1571776
"862","LIBERTY-BENTON","9190 COUNTY ROAD 9","FINDLAY","45840-8811","9190 COUNTY ROAD 9, FINDLAY, OH 45840-8811","PUBLIC","Hancock","Northwest","FINDLAY LIBERTY-BENTON","RED","BLUE","WHITE",140,"Blanchard Valley Conference","EAGLES","(AA)",-83.6986749,41.0345297
"864","LIBERTY CENTER","100 Tiger Trail","LIBERTY CENTER","43532-0434","100 Tiger Trail, LIBERTY CENTER, OH 43532-0434","PUBLIC","Henry","Northwest","LIBERTY CENTER","ORANGE","BLACK",NA,154,"Northwest Ohio Athletic League","TIGERS","(AA)",-84.0121776,41.4408268
"866","LIBERTY UNION","500 WASHINGTON ST","BALTIMORE","43105-1150","500 WASHINGTON ST, BALTIMORE, OH 43105-1150","PUBLIC","Fairfield","Central","BALTIMORE LIBERTY UNION","RED","BLACK",NA,184,"Mid-State League","LIONS","(AA)",-82.6071188,39.8485534
"868","LICKING HEIGHTS","4000 MINK ROAD SW","PATASKALA","43062-9310","4000 MINK ROAD SW, PATASKALA, OH 43062-9310","PUBLIC","Licking","Central","PATASKALA LICKING HTS.","MAROON","VEGAS GOLD",NA,449,"","HORNETS","(AA)",-82.7355605,40.0291802
"870","LICKING VALLEY","100 HAINSVIEW DRIVE NE","NEWARK","43055-8911","100 HAINSVIEW DRIVE NE, NEWARK, OH 43055-8911","PUBLIC","Licking","Central","NEWARK LICKING VALLEY","RED","BLUE","WHITE",257,"Licking County League","PANTHERS","(AA)",-82.2876596,40.0804286
"872","LIMA SENIOR","1 SPARTAN WAY","LIMA","45801-4561","1 SPARTAN WAY, LIMA, OH 45801-4561","PUBLIC","Allen","Northwest","LIMA SENIOR","SCARLET","GRAY",NA,401,"","SPARTANS","(AAA)",-84.0964777,40.7412485
"874","LIMA CENTRAL CATHOLIC","720 SOUTH CABLE ROAD","LIMA","45805-3456","720 SOUTH CABLE ROAD, LIMA, OH 45805-3456","PRIVATE","Allen","Northwest","LIMA CENTRAL CATH.","SCARLET","TURQUOISE",NA,112,"INDEPENDENT","THUNDERBIRDS","(AA)",-84.148229,40.731563
"876","GAHANNA LINCOLN","140 S HAMILTON RD","GAHANNA","43230-2919","140 S HAMILTON RD, GAHANNA, OH 43230-2919","PUBLIC","Franklin","Central","GAHANNA LINCOLN","BLUE","GOLD",NA,918,"Ohio Capital Conference","GOLDEN LIONS","(AAA)",-82.8655535,40.0164585
"880","LINCOLN WEST","3202 W 30TH ST","CLEVELAND","44109-1506","3202 W 30TH ST, CLEVELAND, OH 44109-1506","PUBLIC","Cuyahoga","Northeast","CLE. LINCOLN WEST","Navy","Red","WHITE",349,"Cleveland Senate Athletic League","WOLVERINES","(AAA)",-81.7022118,41.4662595
"882","LINDEN MC KINLEY","1320 Duxberry Ave.","COLUMBUS","43211","1320 Duxberry Ave., COLUMBUS, OH 43211","PUBLIC","Franklin","Central","COLS. LINDEN MCKINLEY","MAROON","WHITE","BLACK",255,"Columbus City League","PANTHERS","(AA)",-82.9738621,40.0098443
"884","LITTLE MIAMI","3001 E US Highway 22 and 3","MORROW","45152-8235","3001 E US Highway 22 and 3, MORROW, OH 45152-8235","PUBLIC","Warren","Southwest","MORROW LITTLE MIAMI","GREEN","GOLD",NA,489,"","PANTHERS","(AAA)",-84.160189,39.3542463
"886","LOCKLAND","249 W FORRER AVE","LOCKLAND","45215-3014","249 W FORRER AVE, LOCKLAND, OH 45215-3014","PUBLIC","Hamilton","Southwest","LOCKLAND","BLUE","GOLD",NA,70,"Miami Valley Conference","PANTHERS","(A)",-84.4512327,39.2281212
"888","LOGAN","14470 St. Rt. 328","LOGAN","43138-1524","14470 St. Rt. 328, LOGAN, OH 43138-1524","PUBLIC","Hocking","Southeast","LOGAN","PURPLE","WHITE",NA,500,"","CHIEFTAINS","(AAA)",-82.3765457,39.5164282
"890","LOGAN ELM","9575 TARLTON RD","CIRCLEVILLE","43113-9448","9575 TARLTON RD, CIRCLEVILLE, OH 43113-9448","PUBLIC","Pickaway","Southeast","CIRCLEVILLE LOGAN ELM","RED","White","Black",250,"Mid-State League","BRAVES","(AAA)",-82.850798,39.559827
"892","LONDON","336 ELM ST","LONDON","43140-9220","336 ELM ST, LONDON, OH 43140-9220","PUBLIC","Madison","Central","LONDON","RED","WHITE",NA,228,"Toledo Area Athletic Conference","RED RAIDERS","(AA)",-83.4481642,39.9050301
"894","LORAIN","2600 Ashland Ave","LORAIN","44052","2600 Ashland Ave, LORAIN, OH 44052","PUBLIC","Lorain","Northeast","LORAIN","NAVY","SILVER",NA,935,"Lake Erie League","TITANS","(AAA)",-82.1905662,41.446609
"900","LOUDONVILLE","421 CAMPUS AVE","LOUDONVILLE","44842-1104","421 CAMPUS AVE, LOUDONVILLE, OH 44842-1104","PUBLIC","Ashland","Northeast","LOUDONVILLE","SCARLET","GRAY",NA,140,"Mid-Buckeye Conference","REDBIRDS","(A)",-82.2425238,40.6385687
"9015","OYLER","2121 Hatmaker St.","Cincinnati","45204","2121 Hatmaker St., Cincinnati, OH 45204","PUBLIC","Hamilton","Southwest","CIN. OYLER","GOLD","BLACK","SILVER",73,"Ohio Valley Athletic League","Madhatters","(A)",-84.5514735,39.1039063
"902","LOUISVILLE","1201 S NICKLEPLATE AVE","LOUISVILLE","44641-2650","1201 S NICKLEPLATE AVE, LOUISVILLE, OH 44641-2650","PUBLIC","Stark","Northeast","LOUISVILLE","BLUE","WHITE",NA,337,"","LEOPARDS","(AAA)",-81.2520492,40.8294968
"904","LOVELAND","1 TIGER TRAIL","LOVELAND","45140-9390","1 TIGER TRAIL, LOVELAND, OH 45140-9390","PUBLIC","Hamilton","Southwest","LOVELAND","ORANGE","BLACK",NA,590,"Eastern Cincinnati Conference","TIGERS","(AAA)",-84.2750784,39.2797883
"9057","RIVERVIEW EAST ACADEMY","3555 Kellogg Ave","Cincinnati","45226","3555 Kellogg Ave, Cincinnati, OH 45226","PUBLIC","Hamilton","Southwest","CIN. RIVERVIEW EAST ACAD.","NAVY","GOLD",NA,124,"","Hawks","(A)",-84.4417808,39.1144909
"906","LOWELLVILLE","52 ROCKET PL","LOWELLVILLE","44436-1070","52 ROCKET PL, LOWELLVILLE, OH 44436-1070","PUBLIC","Mahoning","Northeast","LOWELLVILLE","BLUE","GOLD",NA,65,"Mahoning Valley Athletic Conference","ROCKETS","(A)",-80.553015,41.044909
"908","LUCAS","5 FIRST AVENUE","LUCAS","44843-0327","5 FIRST AVENUE, LUCAS, OH 44843-0327","PUBLIC","Richland","Northwest","LUCAS","ORANGE","BLACK",NA,76,"Mid-Buckeye Conference","CUBS","(A)",-82.4180151,40.7049606
"912","LUTHERAN EAST","3565 MAYFIELD RD","CLEVELAND HTS","44118-1401","3565 MAYFIELD RD, CLEVELAND HTS, OH 44118-1401","PRIVATE","Cuyahoga","Northeast","CLE. HTS. LUTHERAN EAST","BLUE","WHITE",NA,99,"","FALCONS","(A)",-81.551004,41.521182
"914","LUTHERAN WEST","3850 LINDEN RD","ROCKY RIVER","44116-4099","3850 LINDEN RD, ROCKY RIVER, OH 44116-4099","PRIVATE","Cuyahoga","Northeast","ROCKY RIVER LUTHERAN WEST","RED","WHITE",NA,163,"","LONGHORNS","(A)",-81.8476441,41.4579495
"920","MADEIRA","7465 LOANNES DR","CINCINNATI","45243-1851","7465 LOANNES DR, CINCINNATI, OH 45243-1851","PUBLIC","Hamilton","Southwest","CIN. MADEIRA","BLUE","GOLD",NA,178,"Cincinnati Hills League","MUSTANGS","(AA)",-84.365696,39.20106
"922","MADISON","3100 BURNS RD","MADISON","44057-1771","3100 BURNS RD, MADISON, OH 44057-1771","PUBLIC","Lake","Northeast","MADISON","BLUE","WHITE",NA,383,"Western Reserve Conference","BLUE STREAKS","(AAA)",-81.0661091,41.791318
"924","MADISON SENIOR","5797 WEST ALEXANDRIA RD","MIDDLETOWN","45042-1525","5797 WEST ALEXANDRIA RD, MIDDLETOWN, OH 45042-1525","PUBLIC","Butler","Southwest","MIDDLETOWN MADISON","RED","BLACK","WHITE",183,"","MOHAWKS","(AA)",-84.443381,39.533917
"926","MADISON COMPREHENSIVE","600 ESLEY LANE","MANSFIELD","44905-2718","600 ESLEY LANE, MANSFIELD, OH 44905-2718","PUBLIC","Richland","Northwest","MANSFIELD MADISON COMP.","GREEN","WHITE",NA,372,"","RAMS","(AAA)",-82.4585275,40.7745392
"9272","CINCINNATI COLLEGE PREPARATORY ACADEMY","1425 Linn St","Cincinnati","45214","1425 Linn St, Cincinnati, OH 45214","PUBLIC","Hamilton","Southwest","CIN. COLLEGE PREPARATORY","Blue","Gold",NA,53,"","Lions","(A)",-84.5283626,39.1109566
"928","MADISON-PLAINS","800 LINSON RD SW","LONDON","43140-9751","800 LINSON RD SW, LONDON, OH 43140-9751","PUBLIC","Madison","Central","LONDON MADISON PLAINS","GREEN","GOLD",NA,164,"Ohio Heritage Conference","GOLDEN EAGLES","(A)",-83.4840284,39.7904133
"934","MALVERN","3242 Coral Rd NW","MALVERN","44644","3242 Coral Rd NW, MALVERN, OH 44644","PUBLIC","Carroll","East","MALVERN","GREEN","WHITE",NA,76,"Inter-Valley Conference","HORNETS","(A)",-81.1643268,40.6886415
"936","MANCHESTER","437 W NIMISILA RD","New Franklin","44319-4964","437 W NIMISILA RD, New Franklin, OH 44319-4964","PUBLIC","Summit","Northeast","AKRON MANCHESTER","BLACK","RED",NA,193,"Principals Athletic Conference","PANTHERS","(AA)",-81.5505723,40.9408381
"938","MANCHESTER","130 WAYNE FRYE DRIVE","MANCHESTER","45144-9314","130 WAYNE FRYE DRIVE, MANCHESTER, OH 45144-9314","PUBLIC","Adams","Southeast","MANCHESTER","BLUE","GOLD",NA,109,"","GREYHOUNDS","(A)",-83.5881579,38.6932602
"940","MANSFIELD SENIOR","124 N. LINDEN ROAD","MANSFIELD","44906","124 N. LINDEN ROAD, MANSFIELD, OH 44906","PUBLIC","Richland","Northwest","MANSFIELD SENIOR","ORANGE","BROWN",NA,332,"Ohio Cardinal Conference","TYGERS","(AAA)",-82.5434397,40.76222
"944","MAPLE HEIGHTS","1 Mustang Way","MAPLE HEIGHTS","44137-2609","1 Mustang Way, MAPLE HEIGHTS, OH 44137-2609","PUBLIC","Cuyahoga","Northeast","MAPLE HTS.","MAROON","WHITE",NA,383,"","MUSTANGS","(AAA)",-81.562028,41.4129973
"946","MAPLETON","635 County Road 801","ASHLAND","44805-8843","635 County Road 801, ASHLAND, OH 44805-8843","PUBLIC","Ashland","Northeast","ASHLAND MAPLETON","ROYAL BLUE","RED",NA,112,"Firelands Conference","MOUNTIES","(A)",-82.2807365,40.9680088
"9461","JAMES N GAMBLE MONTESSORI","2700 Felicity Place","Cincinnati","45211","2700 Felicity Place, Cincinnati, OH 45211","PUBLIC","Hamilton","Southwest","CIN. GAMBLE MONTESSORI","Kelly Green","Black","Purple",86,"INDEPENDENT","Gators","(A)",-84.5891364,39.1476067
"950","MARGARETTA","209 LOWELL ST","CASTALIA","44824-9748","209 LOWELL ST, CASTALIA, OH 44824-9748","PUBLIC","Erie","Northwest","CASTALIA MARGARETTA","GREEN","WHITE",NA,119,"Sandusky Bay Conference","POLAR BEARS","(AA)",-82.8013562,41.3991523
"954","MARIEMONT","1 WARRIOR WAY","CINCINNATI","45227-3823","1 WARRIOR WAY, CINCINNATI, OH 45227-3823","PUBLIC","Hamilton","Southwest","CIN. MARIEMONT","BLUE","GOLD",NA,197,"Cincinnati Hills League","WARRIORS","(AA)",-84.3650771,39.1448124
"956","MARIETTA","208 Davis Ave.","MARIETTA","45750","208 Davis Ave., MARIETTA, OH 45750","PUBLIC","Washington","Southeast","MARIETTA","ORANGE","BLACK",NA,344,"East Central Ohio League","TIGERS","(AAA)",-81.4538219,39.4395905
"958","MARION LOCAL","1901 STATE ROUTE 716","MARIA STEIN","45860-9713","1901 STATE ROUTE 716, MARIA STEIN, OH 45860-9713","PUBLIC","Mercer","Northwest","MARIA STEIN MARION LOCAL","BLUE","GOLD",NA,112,"Midwest Athletic Conference","FLYERS","(AA)",-84.4945232,40.4046393
"960","Marion Catholic (School Closed 2013)","1001 MT VERNON AVE","MARION","43302-5536","1001 MT VERNON AVE, MARION, OH 43302-5536","PRIVATE","Marion","Central","","GREEN","WHITE",NA,NA,"","FIGHTING IRISH",NA,-83.1054963,40.5800495
"962","MARION-FRANKLIN","1265 KOEBEL RD","COLUMBUS","43207-2620","1265 KOEBEL RD, COLUMBUS, OH 43207-2620","PUBLIC","Franklin","Central","COLS. MARION-FRANKLIN","RED","WHITE",NA,264,"Firelands Conference","RED DEVILS","(AA)",-82.9613296,39.9117443
"964","MARLINGTON","10450 MOULIN AVE NE","ALLIANCE","44601-9746","10450 MOULIN AVE NE, ALLIANCE, OH 44601-9746","PUBLIC","Stark","Northeast","ALLIANCE MARLINGTON","ORANGE","BLACK",NA,321,"Northeastern Buckeye Conference","DUKES","(AA)",-81.1776951,40.9219893
"968","MARTINS FERRY","5000 AYERS LIMESTONE RD","MARTINS FERRY","43935-1588","5000 AYERS LIMESTONE RD, MARTINS FERRY, OH 43935-1588","PUBLIC","Belmont","East","MARTINS FERRY","PURPLE","WHITE",NA,178,"","PURPLE RIDERS","(AA)",-80.7270172,40.1107802
"970","MARYSVILLE","800 AMRINE MILL RD","MARYSVILLE","43040-1056","800 AMRINE MILL RD, MARYSVILLE, OH 43040-1056","PUBLIC","Union","Central","MARYSVILLE","RED","BLUE",NA,634,"Ohio Capital Conference","MONARCHS","(AAA)",-83.3811091,40.2503187
"972","MASON","6100 S. MASON-MONTGOMERY RD","MASON","45040-1728","6100 S. MASON-MONTGOMERY RD, MASON, OH 45040-1728","PUBLIC","Warren","Southwest","MASON","GREEN","WHITE",NA,1357,"Greater Miami Conference","COMETS","(AAA)",-84.3077195,39.3514543
"974","MATHEWS","4429 WARREN SHARON RD NE","VIENNA","44473-9644","4429 WARREN SHARON RD NE, VIENNA, OH 44473-9644","PUBLIC","Trumbull","Northeast","VIENNA MATHEWS","RED","BLACK",NA,100,"","MUSTANGS","(A)",-80.6596562,41.2382403
"976","MAUMEE","1147 Saco Street","MAUMEE","43537-2916","1147 Saco Street, MAUMEE, OH 43537-2916","PUBLIC","Lucas","Northwest","MAUMEE","PURPLE","GOLD",NA,314,"","Panthers","(AAA)",-83.6402374,41.5786677
"980","MAYFIELD","6116 WILSON MILLS RD","MAYFIELD VILLAGE","44143-2105","6116 WILSON MILLS RD, MAYFIELD VILLAGE, OH 44143-2105","PUBLIC","Cuyahoga","Northeast","MAYFIELD","GREEN","WHITE",NA,504,"Western Reserve Conference","WILDCATS","(AAA)",-81.4597197,41.5363906
"982","MAYSVILLE","3725 PANTHER DR","ZANESVILLE","43701-7086","3725 PANTHER DR, ZANESVILLE, OH 43701-7086","PUBLIC","Muskingum","East","ZANESVILLE MAYSVILLE","BLUE","GOLD",NA,281,"Muskingum Valley League","PANTHERS","(AAA)",-82.051532,39.878562
"988","MC CLAIN","200 N FIFTH ST","GREENFIELD","45123-1373","200 N FIFTH ST, GREENFIELD, OH 45123-1373","PUBLIC","Highland","Southeast","GREENFIELD MCCLAIN","PURPLE","GOLD",NA,236,"","TIGERS","(AAA)",-83.3873026,39.3518392
"990","MC COMB","328 S TODD STREET","MC COMB","45858","328 S TODD STREET, MC COMB, OH 45858","PUBLIC","Hancock","Northwest","MCCOMB","RED","BLACK",NA,94,"Blanchard Valley Conference","PANTHERS","(A)",-83.792739,41.103195
"992","MC DONALD","600 IOWA AVE","MCDONALD","44437-1677","600 IOWA AVE, MCDONALD, OH 44437-1677","PUBLIC","Trumbull","Northeast","MCDONALD","BLUE","WHITE",NA,111,"Inter Tri-County League","BLUE DEVILS","(A)",-80.7281114,41.1609319
"994","NILES MC KINLEY","616 DRAGON DR","NILES","44446-5144","616 DRAGON DR, NILES, OH 44446-5144","PUBLIC","Trumbull","Northeast","NILES MCKINLEY","BLUE","RED",NA,299,"","RED DRAGONS","(AA)",-80.7599267,41.1889016
"996","SEBRING MC KINLEY","225 E INDIANA AVENUE","SEBRING","44672-1432","225 E INDIANA AVENUE, SEBRING, OH 44672-1432","PUBLIC","Mahoning","Northeast","SEBRING MCKINLEY","PURPLE","VEGAS GOLD",NA,60,"Mahoning Valley Athletic Conference","TROJANS","(A)",-81.0155067,40.9261508
"998","ARCHBISHOP McNICHOLAS","6536 BEECHMONT AVE","CINCINNATI","45230-2004","6536 BEECHMONT AVE, CINCINNATI, OH 45230-2004","PRIVATE","Hamilton","Southwest","CIN. ARCHBISHOP MCNICHOLAS","GREEN","GOLD","WHITE",235,"Greater Catholic League Co-Ed Division","ROCKETS","(AA)",-84.3771673,39.0860074
